funcid,dim,milestone,error
18,10,1,2.976121e+06
18,10,2,3.705500e+05
18,10,3,3.455213e+05
18,10,5,9.337786e+04
18,10,10,7.235398e+04
18,10,20,6.167902e+04
18,10,30,2.488756e+04
18,10,40,2.488756e+04
18,10,50,2.488756e+04
18,10,60,2.488756e+04
18,10,70,2.488756e+04
18,10,80,2.488756e+04
18,10,90,2.488756e+04
18,10,100,2.488756e+04
