funcid,dim,milestone,error
30,10,1,1.485923e+07
30,10,2,3.980547e+06
30,10,3,2.425042e+06
30,10,5,2.641241e+05
30,10,10,1.930217e+04
30,10,20,9.282038e+03
30,10,30,9.282038e+03
30,10,40,9.282038e+03
30,10,50,9.282038e+03
30,10,60,3.474831e+03
30,10,70,3.474831e+03
30,10,80,3.474831e+03
30,10,90,3.197194e+03
30,10,100,3.197194e+03
