funcid,dim,milestone,error
7,10,1,2.530376e+02
7,10,2,1.535874e+02
7,10,3,1.098193e+02
7,10,5,1.077638e+02
7,10,10,7.510145e+01
7,10,20,6.207075e+01
7,10,30,6.098122e+01
7,10,40,5.612106e+01
7,10,50,5.524246e+01
7,10,60,5.524246e+01
7,10,70,4.965287e+01
7,10,80,3.719796e+01
7,10,90,3.719796e+01
7,10,100,3.719796e+01
