funcid,dim,milestone,error
14,10,1,5.534580e+03
14,10,2,3.300608e+03
14,10,3,7.495420e+02
14,10,5,7.495420e+02
14,10,10,4.930865e+02
14,10,20,2.973493e+02
14,10,30,2.286328e+02
14,10,40,2.217159e+02
14,10,50,2.217159e+02
14,10,60,2.217159e+02
14,10,70,2.217159e+02
14,10,80,2.217159e+02
14,10,90,1.797622e+02
14,10,100,1.797622e+02
