funcid,dim,milestone,error
20,10,1,3.653668e+02
20,10,2,2.547155e+02
20,10,3,2.547155e+02
20,10,5,1.529918e+02
20,10,10,1.475265e+02
20,10,20,6.566579e+01
20,10,30,6.566579e+01
20,10,40,6.566579e+01
20,10,50,6.566579e+01
20,10,60,6.566579e+01
20,10,70,6.566579e+01
20,10,80,6.566579e+01
20,10,90,6.566579e+01
20,10,100,6.566579e+01
