funcid,dim,milestone,error
2,10,1,7.637656e+10
2,10,2,1.510440e+09
2,10,3,2.333891e+08
2,10,5,8.065804e+06
2,10,10,4.349910e+05
2,10,20,1.253280e+05
2,10,30,1.216210e+05
2,10,40,3.646300e+04
2,10,50,2.166500e+04
2,10,60,2.166500e+04
2,10,70,2.166500e+04
2,10,80,2.166500e+04
2,10,90,2.166500e+04
2,10,100,2.166500e+04
