funcid,dim,milestone,error
22,10,1,3.190136e+02
22,10,2,1.477160e+02
22,10,3,1.415311e+02
22,10,5,1.082913e+02
22,10,10,1.047090e+02
22,10,20,8.897296e+01
22,10,30,8.205284e+01
22,10,40,7.709279e+01
22,10,50,7.497758e+01
22,10,60,7.454370e+01
22,10,70,7.430148e+01
22,10,80,7.169783e+01
22,10,90,6.802166e+01
22,10,100,6.419524e+01
