funcid,dim,milestone,error
1,10,1,5.479002e+09
1,10,2,2.819119e+09
1,10,3,7.019008e+08
1,10,5,2.818870e+08
1,10,10,1.697592e+08
1,10,20,3.693698e+07
1,10,30,2.487894e+07
1,10,40,9.027322e+06
1,10,50,6.984003e+06
1,10,60,2.017081e+06
1,10,70,3.676172e+05
1,10,80,1.243411e+05
1,10,90,1.166862e+05
1,10,100,6.355117e+04
