funcid,dim,milestone,error
12,10,1,5.193552e+08
12,10,2,2.687197e+07
12,10,3,1.190461e+07
12,10,5,3.706904e+06
12,10,10,2.500012e+06
12,10,20,7.005682e+05
12,10,30,1.582300e+05
12,10,40,6.212158e+04
12,10,50,1.209775e+04
12,10,60,1.195831e+04
12,10,70,8.398620e+03
12,10,80,8.145432e+03
12,10,90,8.101961e+03
12,10,100,8.098660e+03
