funcid,dim,milestone,error
19,10,1,4.033276e+04
19,10,2,4.032449e+04
19,10,3,1.329775e+04
19,10,5,1.341968e+03
19,10,10,1.033926e+03
19,10,20,7.271336e+02
19,10,30,5.542912e+02
19,10,40,4.974773e+02
19,10,50,3.856986e+02
19,10,60,3.370287e+02
19,10,70,2.603117e+02
19,10,80,1.874566e+02
19,10,90,1.392206e+02
19,10,100,1.321291e+02
