funcid,dim,milestone,error
6,10,1,4.903208e+01
6,10,2,4.600705e+01
6,10,3,4.299017e+01
6,10,5,3.712567e+01
6,10,10,2.786924e+01
6,10,20,2.680593e+01
6,10,30,2.594330e+01
6,10,40,2.558170e+01
6,10,50,2.544093e+01
6,10,60,2.540615e+01
6,10,70,2.539866e+01
6,10,80,2.539627e+01
6,10,90,2.539620e+01
6,10,100,2.529602e+01
