funcid,dim,milestone,error
25,10,1,9.301281e+02
25,10,2,7.376362e+02
25,10,3,5.874172e+02
25,10,5,4.837442e+02
25,10,10,4.530789e+02
25,10,20,4.512957e+02
25,10,30,4.233342e+02
25,10,40,4.098871e+02
25,10,50,4.057302e+02
25,10,60,4.039095e+02
25,10,70,4.020893e+02
25,10,80,4.006219e+02
25,10,90,4.004055e+02
25,10,100,3.998928e+02
