funcid,dim,milestone,error
11,10,1,1.279155e+02
11,10,2,1.223248e+02
11,10,3,1.221088e+02
11,10,5,1.221002e+02
11,10,10,1.221001e+02
11,10,20,1.221000e+02
11,10,30,1.221000e+02
11,10,40,1.221000e+02
11,10,50,1.221000e+02
11,10,60,1.221000e+02
11,10,70,1.194449e+02
11,10,80,1.194322e+02
11,10,90,2.511957e+01
11,10,100,2.492382e+01
11,10,1,1.279155e+02
11,10,2,1.223248e+02
11,10,3,1.221088e+02
11,10,5,1.221002e+02
11,10,10,1.221001e+02
11,10,20,1.221000e+02
11,10,30,1.221000e+02
11,10,40,1.221000e+02
11,10,50,1.221000e+02
11,10,60,1.221000e+02
11,10,70,1.194449e+02
11,10,80,1.194322e+02
11,10,90,2.511957e+01
11,10,100,2.492382e+01
