funcid,dim,milestone,error
29,10,1,1.380733e+03
29,10,2,1.380733e+03
29,10,3,1.380733e+03
29,10,5,1.380733e+03
29,10,10,1.380733e+03
29,10,20,1.380733e+03
29,10,30,1.380733e+03
29,10,40,1.380733e+03
29,10,50,1.380733e+03
29,10,60,1.380733e+03
29,10,70,1.205412e+03
29,10,80,1.205412e+03
29,10,90,1.205412e+03
29,10,100,1.205412e+03
29,10,1,1.380733e+03
29,10,2,1.380733e+03
29,10,3,1.380733e+03
29,10,5,1.380733e+03
29,10,10,1.380733e+03
29,10,20,1.380733e+03
29,10,30,1.380733e+03
29,10,40,1.380733e+03
29,10,50,1.380733e+03
29,10,60,1.380733e+03
29,10,70,1.205412e+03
29,10,80,1.205412e+03
29,10,90,1.205412e+03
29,10,100,1.205412e+03
