funcid,dim,milestone,error
2,10,1,3.799006e+13
2,10,2,3.799006e+13
2,10,3,3.799006e+13
2,10,5,3.799006e+13
2,10,10,3.799006e+13
2,10,20,3.799006e+13
2,10,30,3.799006e+13
2,10,40,3.799006e+13
2,10,50,3.799006e+13
2,10,60,3.799006e+13
2,10,70,3.799006e+13
2,10,80,3.799006e+13
2,10,90,3.799006e+13
2,10,100,3.799006e+13
2,10,1,3.799006e+13
2,10,2,3.799006e+13
2,10,3,3.799006e+13
2,10,5,3.799006e+13
2,10,10,3.799006e+13
2,10,20,3.799006e+13
2,10,30,3.799006e+13
2,10,40,3.799006e+13
2,10,50,3.799006e+13
2,10,60,3.799006e+13
2,10,70,3.799006e+13
2,10,80,3.799006e+13
2,10,90,3.799006e+13
2,10,100,3.799006e+13
