funcid,dim,milestone,error
22,10,1,2.145611e+03
22,10,2,2.134088e+03
22,10,3,2.133716e+03
22,10,5,2.133705e+03
22,10,10,2.133705e+03
22,10,20,2.133705e+03
22,10,30,1.629084e+03
22,10,40,1.629084e+03
22,10,50,1.629084e+03
22,10,60,1.629084e+03
22,10,70,1.629084e+03
22,10,80,1.629084e+03
22,10,90,1.629084e+03
22,10,100,1.629084e+03
22,10,1,2.145611e+03
22,10,2,2.134088e+03
22,10,3,2.133716e+03
22,10,5,2.133705e+03
22,10,10,2.133705e+03
22,10,20,2.133705e+03
22,10,30,1.629084e+03
22,10,40,1.629084e+03
22,10,50,1.629084e+03
22,10,60,1.629084e+03
22,10,70,1.629084e+03
22,10,80,1.629084e+03
22,10,90,1.629084e+03
22,10,100,1.629084e+03
