funcid,dim,milestone,error
25,10,1,5.211366e+02
25,10,2,5.211363e+02
25,10,3,5.211363e+02
25,10,5,5.211363e+02
25,10,10,5.211363e+02
25,10,20,5.211363e+02
25,10,30,5.211363e+02
25,10,40,5.211363e+02
25,10,50,3.997847e+02
25,10,60,3.996100e+02
25,10,70,3.996100e+02
25,10,80,3.996100e+02
25,10,90,3.996100e+02
25,10,100,3.996100e+02
25,10,1,5.211366e+02
25,10,2,5.211363e+02
25,10,3,5.211363e+02
25,10,5,5.211363e+02
25,10,10,5.211363e+02
25,10,20,5.211363e+02
25,10,30,5.211363e+02
25,10,40,5.211363e+02
25,10,50,3.997847e+02
25,10,60,3.996100e+02
25,10,70,3.996100e+02
25,10,80,3.996100e+02
25,10,90,3.996100e+02
25,10,100,3.996100e+02
