funcid,dim,milestone,error
2,10,1,2.200627e+10
2,10,2,4.947550e+07
2,10,3,3.177108e+06
2,10,5,7.939100e+04
2,10,10,2.941600e+04
2,10,20,6.349000e+03
2,10,30,6.349000e+03
2,10,40,1.720000e+03
2,10,50,1.621000e+03
2,10,60,1.621000e+03
2,10,70,1.621000e+03
2,10,80,1.621000e+03
2,10,90,1.621000e+03
2,10,100,1.621000e+03
