funcid,dim,milestone,error
10,10,1,1.801667e+03
10,10,2,1.559731e+03
10,10,3,1.559731e+03
10,10,5,1.386420e+03
10,10,10,1.386420e+03
10,10,20,1.305023e+03
10,10,30,1.209581e+03
10,10,40,1.209581e+03
10,10,50,1.209581e+03
10,10,60,1.079276e+03
10,10,70,1.079276e+03
10,10,80,1.079276e+03
10,10,90,1.079276e+03
10,10,100,1.079276e+03
