funcid,dim,milestone,error
21,10,1,1.659633e+02
21,10,2,1.138039e+02
21,10,3,1.053209e+02
21,10,5,1.048208e+02
21,10,10,1.022270e+02
21,10,20,1.021454e+02
21,10,30,1.017127e+02
21,10,40,1.017127e+02
21,10,50,1.014282e+02
21,10,60,1.014282e+02
21,10,70,1.014282e+02
21,10,80,1.014282e+02
21,10,90,1.014282e+02
21,10,100,1.014282e+02
