funcid,dim,milestone,error
23,10,1,3.991001e+02
23,10,2,3.753944e+02
23,10,3,3.493166e+02
23,10,5,3.467626e+02
23,10,10,3.401935e+02
23,10,20,3.314157e+02
23,10,30,3.314157e+02
23,10,40,3.314157e+02
23,10,50,3.307008e+02
23,10,60,3.307008e+02
23,10,70,3.307008e+02
23,10,80,3.307008e+02
23,10,90,3.307008e+02
23,10,100,3.307008e+02
