funcid,dim,milestone,error
3,10,1,2.625134e+04
3,10,2,2.562864e+04
3,10,3,2.548018e+04
3,10,5,1.187057e+04
3,10,10,2.001649e+03
3,10,20,4.498354e+02
3,10,30,2.521757e+02
3,10,40,1.855053e+02
3,10,50,9.706016e+01
3,10,60,9.706016e+01
3,10,70,9.706016e+01
3,10,80,9.706016e+01
3,10,90,9.706016e+01
3,10,100,9.706016e+01
3,10,1,2.462607e+04
3,10,2,2.462607e+04
3,10,3,2.462607e+04
3,10,5,1.862505e+04
3,10,10,1.431697e+04
3,10,20,4.318253e+03
3,10,30,1.447683e+03
3,10,40,3.578838e+02
3,10,50,3.578838e+02
3,10,60,3.578838e+02
3,10,70,3.578838e+02
3,10,80,3.578838e+02
3,10,90,3.578838e+02
3,10,100,3.578838e+02
3,10,1,2.462607e+04
3,10,2,2.462607e+04
3,10,3,2.462607e+04
3,10,5,1.862505e+04
3,10,10,1.431697e+04
3,10,20,4.318253e+03
3,10,30,1.447683e+03
3,10,40,3.578838e+02
3,10,50,3.578838e+02
3,10,60,3.578838e+02
3,10,70,3.578838e+02
3,10,80,3.578838e+02
3,10,90,3.578838e+02
3,10,100,3.578838e+02
3,10,1,2.462607e+04
3,10,2,2.462607e+04
3,10,3,2.462607e+04
3,10,5,1.862505e+04
3,10,10,1.431697e+04
3,10,20,4.318253e+03
3,10,30,1.447683e+03
3,10,40,3.578838e+02
3,10,50,3.578838e+02
3,10,60,3.578838e+02
3,10,70,3.578838e+02
3,10,80,3.578838e+02
3,10,90,3.578838e+02
3,10,100,3.578838e+02
