funcid,dim,milestone,error
18,10,1,2.446894e+05
18,10,2,2.446894e+05
18,10,3,2.446894e+05
18,10,5,1.444419e+05
18,10,10,1.444419e+05
18,10,20,1.834711e+04
18,10,30,1.834711e+04
18,10,40,1.834711e+04
18,10,50,1.834711e+04
18,10,60,1.834711e+04
18,10,70,1.834711e+04
18,10,80,1.834711e+04
18,10,90,1.834711e+04
18,10,100,1.394437e+04
18,10,1,8.067864e+05
18,10,2,4.026223e+05
18,10,3,1.005014e+05
18,10,5,1.005014e+05
18,10,10,1.005014e+05
18,10,20,4.235170e+04
18,10,30,4.141995e+04
18,10,40,4.141995e+04
18,10,50,4.043154e+04
18,10,60,4.043154e+04
18,10,70,4.043154e+04
18,10,80,4.043154e+04
18,10,90,4.043154e+04
18,10,100,4.043154e+04
18,10,1,8.067864e+05
18,10,2,4.026223e+05
18,10,3,1.005014e+05
18,10,5,1.005014e+05
18,10,10,1.005014e+05
18,10,20,4.235170e+04
18,10,30,4.141995e+04
18,10,40,4.141995e+04
18,10,50,4.043154e+04
18,10,60,4.043154e+04
18,10,70,4.043154e+04
18,10,80,4.043154e+04
18,10,90,4.043154e+04
18,10,100,4.043154e+04
18,10,1,8.067864e+05
18,10,2,4.026223e+05
18,10,3,1.005014e+05
18,10,5,1.005014e+05
18,10,10,1.005014e+05
18,10,20,4.235170e+04
18,10,30,4.141995e+04
18,10,40,4.141995e+04
18,10,50,4.043154e+04
18,10,60,4.043154e+04
18,10,70,4.043154e+04
18,10,80,4.043154e+04
18,10,90,4.043154e+04
18,10,100,4.043154e+04
