funcid,dim,milestone,error
10,10,1,1.895314e+03
10,10,2,1.832838e+03
10,10,3,1.832838e+03
10,10,5,1.505708e+03
10,10,10,1.505708e+03
10,10,20,1.170266e+03
10,10,30,1.170266e+03
10,10,40,1.147577e+03
10,10,50,1.147577e+03
10,10,60,1.001925e+03
10,10,70,9.562587e+02
10,10,80,8.935680e+02
10,10,90,8.935680e+02
10,10,100,8.935680e+02
10,10,1,2.123008e+03
10,10,2,1.827311e+03
10,10,3,1.545395e+03
10,10,5,1.545395e+03
10,10,10,1.518755e+03
10,10,20,1.518755e+03
10,10,30,1.034517e+03
10,10,40,1.034517e+03
10,10,50,1.034517e+03
10,10,60,1.034517e+03
10,10,70,1.034517e+03
10,10,80,1.034517e+03
10,10,90,1.034517e+03
10,10,100,1.034517e+03
10,10,1,2.123008e+03
10,10,2,1.827311e+03
10,10,3,1.545395e+03
10,10,5,1.545395e+03
10,10,10,1.518755e+03
10,10,20,1.518755e+03
10,10,30,1.034517e+03
10,10,40,1.034517e+03
10,10,50,1.034517e+03
10,10,60,1.034517e+03
10,10,70,1.034517e+03
10,10,80,1.034517e+03
10,10,90,1.034517e+03
10,10,100,1.034517e+03
10,10,1,2.123008e+03
10,10,2,1.827311e+03
10,10,3,1.545395e+03
10,10,5,1.545395e+03
10,10,10,1.518755e+03
10,10,20,1.518755e+03
10,10,30,1.034517e+03
10,10,40,1.034517e+03
10,10,50,1.034517e+03
10,10,60,1.034517e+03
10,10,70,1.034517e+03
10,10,80,1.034517e+03
10,10,90,1.034517e+03
10,10,100,1.034517e+03
