funcid,dim,milestone,error
5,10,1,7.474464e+01
5,10,2,7.474464e+01
5,10,3,7.029206e+01
5,10,5,7.029206e+01
5,10,10,6.446247e+01
5,10,20,6.162765e+01
5,10,30,6.162765e+01
5,10,40,6.162765e+01
5,10,50,5.856475e+01
5,10,60,5.004467e+01
5,10,70,5.004467e+01
5,10,80,5.004467e+01
5,10,90,5.004467e+01
5,10,100,5.004467e+01
5,10,1,9.061166e+01
5,10,2,9.061166e+01
5,10,3,8.347000e+01
5,10,5,8.347000e+01
5,10,10,6.089431e+01
5,10,20,4.749888e+01
5,10,30,4.749888e+01
5,10,40,4.230171e+01
5,10,50,4.230171e+01
5,10,60,4.230171e+01
5,10,70,4.230171e+01
5,10,80,4.230171e+01
5,10,90,4.230171e+01
5,10,100,4.230171e+01
5,10,1,9.061166e+01
5,10,2,9.061166e+01
5,10,3,8.347000e+01
5,10,5,8.347000e+01
5,10,10,6.089431e+01
5,10,20,4.749888e+01
5,10,30,4.749888e+01
5,10,40,4.230171e+01
5,10,50,4.230171e+01
5,10,60,4.230171e+01
5,10,70,4.230171e+01
5,10,80,4.230171e+01
5,10,90,4.230171e+01
5,10,100,4.230171e+01
5,10,1,9.061166e+01
5,10,2,9.061166e+01
5,10,3,8.347000e+01
5,10,5,8.347000e+01
5,10,10,6.089431e+01
5,10,20,4.749888e+01
5,10,30,4.749888e+01
5,10,40,4.230171e+01
5,10,50,4.230171e+01
5,10,60,4.230171e+01
5,10,70,4.230171e+01
5,10,80,4.230171e+01
5,10,90,4.230171e+01
5,10,100,4.230171e+01
