funcid,dim,milestone,error
19,10,1,3.730207e+04
19,10,2,1.006248e+04
19,10,3,1.006248e+04
19,10,5,1.006248e+04
19,10,10,1.023289e+03
19,10,20,4.534051e+02
19,10,30,1.441487e+02
19,10,40,8.914068e+01
19,10,50,8.914068e+01
19,10,60,8.914068e+01
19,10,70,8.914068e+01
19,10,80,8.914068e+01
19,10,90,8.914068e+01
19,10,100,8.914068e+01
19,10,1,2.300739e+04
19,10,2,8.733080e+03
19,10,3,8.733080e+03
19,10,5,8.733080e+03
19,10,10,4.683273e+03
19,10,20,1.173283e+03
19,10,30,1.153476e+03
19,10,40,6.885249e+02
19,10,50,6.885249e+02
19,10,60,6.885249e+02
19,10,70,6.232252e+02
19,10,80,6.232252e+02
19,10,90,6.232252e+02
19,10,100,6.232252e+02
19,10,1,2.300739e+04
19,10,2,8.733080e+03
19,10,3,8.733080e+03
19,10,5,8.733080e+03
19,10,10,4.683273e+03
19,10,20,1.173283e+03
19,10,30,1.153476e+03
19,10,40,6.885249e+02
19,10,50,6.885249e+02
19,10,60,6.885249e+02
19,10,70,6.232252e+02
19,10,80,6.232252e+02
19,10,90,6.232252e+02
19,10,100,6.232252e+02
19,10,1,2.300739e+04
19,10,2,8.733080e+03
19,10,3,8.733080e+03
19,10,5,8.733080e+03
19,10,10,4.683273e+03
19,10,20,1.173283e+03
19,10,30,1.153476e+03
19,10,40,6.885249e+02
19,10,50,6.885249e+02
19,10,60,6.885249e+02
19,10,70,6.232252e+02
19,10,80,6.232252e+02
19,10,90,6.232252e+02
19,10,100,6.232252e+02
