funcid,dim,milestone,error
28,10,1,5.789534e+02
28,10,2,4.467515e+02
28,10,3,4.174303e+02
28,10,5,4.049915e+02
28,10,10,3.898483e+02
28,10,20,3.563378e+02
28,10,30,3.393387e+02
28,10,40,3.393387e+02
28,10,50,3.393387e+02
28,10,60,3.393387e+02
28,10,70,3.358286e+02
28,10,80,3.358286e+02
28,10,90,3.358286e+02
28,10,100,3.358286e+02
28,10,1,6.482104e+02
28,10,2,5.192967e+02
28,10,3,4.344097e+02
28,10,5,4.220009e+02
28,10,10,4.079782e+02
28,10,20,3.895943e+02
28,10,30,3.807700e+02
28,10,40,3.738299e+02
28,10,50,3.514401e+02
28,10,60,3.366466e+02
28,10,70,3.366466e+02
28,10,80,3.366466e+02
28,10,90,3.366466e+02
28,10,100,3.366466e+02
28,10,1,6.482104e+02
28,10,2,5.192967e+02
28,10,3,4.344097e+02
28,10,5,4.220009e+02
28,10,10,4.079782e+02
28,10,20,3.895943e+02
28,10,30,3.807700e+02
28,10,40,3.738299e+02
28,10,50,3.514401e+02
28,10,60,3.366466e+02
28,10,70,3.366466e+02
28,10,80,3.366466e+02
28,10,90,3.366466e+02
28,10,100,3.366466e+02
28,10,1,6.482104e+02
28,10,2,5.192967e+02
28,10,3,4.344097e+02
28,10,5,4.220009e+02
28,10,10,4.079782e+02
28,10,20,3.895943e+02
28,10,30,3.807700e+02
28,10,40,3.738299e+02
28,10,50,3.514401e+02
28,10,60,3.366466e+02
28,10,70,3.366466e+02
28,10,80,3.366466e+02
28,10,90,3.366466e+02
28,10,100,3.366466e+02
